"learning evaluation instances on certain fold","1-fold","2-fold","3-fold","4-fold","5-fold","6-fold","7-fold","8-fold","9-fold","10-fold"
32,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875
33,48.48484848,48.48484848,48.48484848,48.48484848,48.48484848,48.48484848,48.48484848,48.48484848,48.48484848,48.48484848
34,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353
35,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857
36,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222,47.22222222
37,45.94594595,45.94594595,45.94594595,45.94594595,45.94594595,45.94594595,45.94594595,45.94594595,45.94594595,45.94594595
38,44.73684211,44.73684211,44.73684211,44.73684211,44.73684211,44.73684211,44.73684211,44.73684211,44.73684211,44.73684211
39,46.15384615,46.15384615,46.15384615,46.15384615,46.15384615,46.15384615,46.15384615,46.15384615,46.15384615,46.15384615
40,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5,47.5
41,48.7804878,48.7804878,48.7804878,48.7804878,48.7804878,48.7804878,48.7804878,48.7804878,48.7804878,48.7804878
42,47.61904762,47.61904762,47.61904762,47.61904762,47.61904762,47.61904762,47.61904762,47.61904762,47.61904762,47.61904762
43,46.51162791,46.51162791,46.51162791,46.51162791,46.51162791,46.51162791,46.51162791,46.51162791,46.51162791,46.51162791
44,47.72727273,47.72727273,47.72727273,47.72727273,47.72727273,47.72727273,47.72727273,47.72727273,47.72727273,47.72727273
45,48.88888889,48.88888889,48.88888889,48.88888889,48.88888889,48.88888889,48.88888889,48.88888889,48.88888889,48.88888889
46,47.82608696,47.82608696,47.82608696,47.82608696,47.82608696,47.82608696,47.82608696,47.82608696,47.82608696,47.82608696
47,46.80851064,46.80851064,46.80851064,46.80851064,46.80851064,46.80851064,46.80851064,46.80851064,46.80851064,46.80851064
48,47.91666667,47.91666667,47.91666667,47.91666667,47.91666667,47.91666667,47.91666667,47.91666667,47.91666667,47.91666667
49,48.97959184,48.97959184,48.97959184,48.97959184,48.97959184,48.97959184,48.97959184,48.97959184,48.97959184,48.97959184
50,50,50,50,50,50,50,50,50,50,50
51,49.01960784,49.01960784,49.01960784,49.01960784,49.01960784,49.01960784,49.01960784,49.01960784,49.01960784,49.01960784
52,48.07692308,48.07692308,48.07692308,48.07692308,48.07692308,48.07692308,48.07692308,48.07692308,48.07692308,48.07692308
53,47.16981132,47.16981132,47.16981132,47.16981132,47.16981132,47.16981132,47.16981132,47.16981132,47.16981132,47.16981132
54,48.14814815,48.14814815,48.14814815,48.14814815,48.14814815,48.14814815,48.14814815,48.14814815,48.14814815,48.14814815
55,49.09090909,49.09090909,49.09090909,49.09090909,49.09090909,49.09090909,49.09090909,49.09090909,49.09090909,49.09090909
56,50,50,50,50,50,50,50,50,50,50
57,49.12280702,49.12280702,49.12280702,49.12280702,49.12280702,49.12280702,49.12280702,49.12280702,49.12280702,49.12280702
58,48.27586207,48.27586207,48.27586207,48.27586207,48.27586207,48.27586207,48.27586207,48.27586207,48.27586207,48.27586207
59,47.45762712,47.45762712,47.45762712,47.45762712,47.45762712,47.45762712,47.45762712,47.45762712,47.45762712,47.45762712
60,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667,46.66666667
61,45.90163934,45.90163934,45.90163934,45.90163934,45.90163934,45.90163934,45.90163934,45.90163934,45.90163934,45.90163934
62,46.77419355,46.77419355,46.77419355,46.77419355,46.77419355,46.77419355,46.77419355,46.77419355,46.77419355,46.77419355
63,46.03174603,46.03174603,46.03174603,46.03174603,46.03174603,46.03174603,46.03174603,46.03174603,46.03174603,46.03174603
64,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875,46.875
65,46.15384615,46.15384615,46.15384615,46.15384615,46.15384615,46.15384615,46.15384615,46.15384615,46.15384615,46.15384615
66,45.45454545,45.45454545,45.45454545,45.45454545,45.45454545,45.45454545,45.45454545,45.45454545,45.45454545,45.45454545
67,46.26865672,46.26865672,46.26865672,46.26865672,46.26865672,46.26865672,46.26865672,46.26865672,46.26865672,46.26865672
68,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353
69,47.82608696,47.82608696,47.82608696,47.82608696,47.82608696,47.82608696,47.82608696,47.82608696,47.82608696,47.82608696
70,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857
71,49.29577465,49.29577465,49.29577465,49.29577465,49.29577465,49.29577465,49.29577465,49.29577465,49.29577465,49.29577465
72,50,50,50,50,50,50,50,50,50,50
73,50.68493151,50.68493151,50.68493151,50.68493151,50.68493151,50.68493151,50.68493151,50.68493151,50.68493151,50.68493151
74,51.35135135,51.35135135,51.35135135,51.35135135,51.35135135,51.35135135,51.35135135,51.35135135,51.35135135,51.35135135
75,50.66666667,50.66666667,50.66666667,50.66666667,50.66666667,50.66666667,50.66666667,50.66666667,50.66666667,50.66666667
76,50,50,50,50,50,50,50,50,50,50
77,49.35064935,49.35064935,49.35064935,49.35064935,49.35064935,49.35064935,49.35064935,49.35064935,49.35064935,49.35064935
78,48.71794872,48.71794872,48.71794872,48.71794872,48.71794872,48.71794872,48.71794872,48.71794872,48.71794872,48.71794872
79,48.10126582,48.10126582,48.10126582,48.10126582,48.10126582,48.10126582,48.10126582,48.10126582,48.10126582,48.10126582
80,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75,48.75
81,48.14814815,48.14814815,48.14814815,48.14814815,48.14814815,48.14814815,48.14814815,48.14814815,48.14814815,48.14814815
82,47.56097561,47.56097561,47.56097561,47.56097561,47.56097561,47.56097561,47.56097561,47.56097561,47.56097561,47.56097561
83,46.98795181,46.98795181,46.98795181,46.98795181,46.98795181,46.98795181,46.98795181,46.98795181,46.98795181,46.98795181
84,46.42857143,46.42857143,46.42857143,46.42857143,46.42857143,46.42857143,46.42857143,46.42857143,46.42857143,46.42857143
85,45.88235294,45.88235294,45.88235294,45.88235294,45.88235294,45.88235294,45.88235294,45.88235294,45.88235294,45.88235294
86,46.51162791,46.51162791,46.51162791,46.51162791,46.51162791,46.51162791,46.51162791,46.51162791,46.51162791,46.51162791
87,45.97701149,45.97701149,45.97701149,45.97701149,45.97701149,45.97701149,45.97701149,45.97701149,45.97701149,45.97701149
88,45.45454545,45.45454545,45.45454545,45.45454545,45.45454545,45.45454545,45.45454545,45.45454545,45.45454545,45.45454545
89,44.94382022,44.94382022,44.94382022,44.94382022,44.94382022,44.94382022,44.94382022,44.94382022,44.94382022,44.94382022
90,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444,44.44444444
91,45.05494505,45.05494505,45.05494505,45.05494505,45.05494505,45.05494505,45.05494505,45.05494505,45.05494505,45.05494505
92,44.56521739,44.56521739,44.56521739,44.56521739,44.56521739,44.56521739,44.56521739,44.56521739,44.56521739,44.56521739
93,45.16129032,45.16129032,45.16129032,45.16129032,45.16129032,45.16129032,45.16129032,45.16129032,45.16129032,45.16129032
94,45.74468085,45.74468085,45.74468085,45.74468085,45.74468085,45.74468085,45.74468085,45.74468085,45.74468085,45.74468085
95,46.31578947,46.31578947,46.31578947,46.31578947,46.31578947,46.31578947,46.31578947,46.31578947,46.31578947,46.31578947
96,45.83333333,45.83333333,45.83333333,45.83333333,45.83333333,45.83333333,45.83333333,45.83333333,45.83333333,45.83333333
97,46.39175258,46.39175258,46.39175258,46.39175258,46.39175258,46.39175258,46.39175258,46.39175258,46.39175258,46.39175258
98,46.93877551,46.93877551,46.93877551,46.93877551,46.93877551,46.93877551,46.93877551,46.93877551,46.93877551,46.93877551
99,47.47474747,47.47474747,47.47474747,47.47474747,47.47474747,47.47474747,47.47474747,47.47474747,47.47474747,47.47474747
100,48,48,48,48,48,48,48,48,48,48
101,47.52475248,47.52475248,47.52475248,47.52475248,47.52475248,47.52475248,47.52475248,47.52475248,47.52475248,47.52475248
102,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353,47.05882353
103,47.57281553,47.57281553,47.57281553,47.57281553,47.57281553,47.57281553,47.57281553,47.57281553,47.57281553,47.57281553
104,48.07692308,48.07692308,48.07692308,48.07692308,48.07692308,48.07692308,48.07692308,48.07692308,48.07692308,48.07692308
105,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857,48.57142857
106,49.05660377,49.05660377,49.05660377,49.05660377,49.05660377,49.05660377,49.05660377,49.05660377,49.05660377,49.05660377
107,49.53271028,49.53271028,49.53271028,49.53271028,49.53271028,49.53271028,49.53271028,49.53271028,49.53271028,49.53271028
108,50,50,50,50,50,50,50,50,50,50
109,49.5412844,49.5412844,49.5412844,49.5412844,49.5412844,49.5412844,49.5412844,49.5412844,49.5412844,49.5412844
110,49.09090909,49.09090909,49.09090909,49.09090909,49.09090909,49.09090909,49.09090909,49.09090909,49.09090909,49.09090909
111,49.54954955,49.54954955,49.54954955,49.54954955,49.54954955,49.54954955,49.54954955,49.54954955,49.54954955,49.54954955
112,49.10714286,49.10714286,49.10714286,49.10714286,49.10714286,49.10714286,49.10714286,49.10714286,49.10714286,49.10714286
113,48.67256637,48.67256637,48.67256637,48.67256637,48.67256637,48.67256637,48.67256637,48.67256637,48.67256637,48.67256637
114,48.24561404,48.24561404,48.24561404,48.24561404,48.24561404,48.24561404,48.24561404,48.24561404,48.24561404,48.24561404
115,48.69565217,48.69565217,48.69565217,48.69565217,48.69565217,48.69565217,48.69565217,48.69565217,48.69565217,48.69565217
116,49.13793103,49.13793103,49.13793103,49.13793103,49.13793103,49.13793103,49.13793103,49.13793103,49.13793103,49.13793103
117,49.57264957,49.57264957,49.57264957,49.57264957,49.57264957,49.57264957,49.57264957,49.57264957,49.57264957,49.57264957
118,50,50,50,50,50,50,50,50,50,50
119,49.57983193,49.57983193,49.57983193,49.57983193,49.57983193,49.57983193,49.57983193,49.57983193,49.57983193,49.57983193
120,50,50,50,50,50,50,50,50,50,50
121,50.41322314,50.41322314,50.41322314,50.41322314,50.41322314,50.41322314,50.41322314,50.41322314,50.41322314,50.41322314
122,50.81967213,50.81967213,50.81967213,50.81967213,50.81967213,50.81967213,50.81967213,50.81967213,50.81967213,50.81967213
123,50.40650407,50.40650407,50.40650407,50.40650407,50.40650407,50.40650407,50.40650407,50.40650407,50.40650407,50.40650407
124,50,50,50,50,50,50,50,50,50,50
125,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4,50.4
126,50,50,50,50,50,50,50,50,50,50
127,50.39370079,50.39370079,50.39370079,50.39370079,50.39370079,50.39370079,50.39370079,50.39370079,50.39370079,50.39370079
128,50.78125,50.78125,50.78125,50.78125,50.78125,50.78125,50.78125,50.78125,50.78125,50.78125
129,51.1627907,51.1627907,51.1627907,51.1627907,51.1627907,51.1627907,51.1627907,51.1627907,51.1627907,51.1627907
130,50.76923077,50.76923077,50.76923077,50.76923077,50.76923077,50.76923077,50.76923077,50.76923077,50.76923077,50.76923077
131,51.14503817,51.14503817,51.14503817,51.14503817,51.14503817,51.14503817,51.14503817,51.14503817,51.14503817,51.14503817
132,51.51515152,51.51515152,51.51515152,51.51515152,51.51515152,51.51515152,51.51515152,51.51515152,51.51515152,51.51515152
133,51.87969925,51.87969925,51.87969925,51.87969925,51.87969925,51.87969925,51.87969925,51.87969925,51.87969925,51.87969925
134,52.23880597,52.23880597,52.23880597,52.23880597,52.23880597,52.23880597,52.23880597,52.23880597,52.23880597,52.23880597
135,52.59259259,52.59259259,52.59259259,52.59259259,52.59259259,52.59259259,52.59259259,52.59259259,52.59259259,52.59259259
136,52.20588235,52.20588235,52.20588235,52.20588235,52.20588235,52.20588235,52.20588235,52.20588235,52.20588235,52.20588235
137,52.55474453,52.55474453,52.55474453,52.55474453,52.55474453,52.55474453,52.55474453,52.55474453,52.55474453,52.55474453
138,52.89855072,52.89855072,52.89855072,52.89855072,52.89855072,52.89855072,52.89855072,52.89855072,52.89855072,52.89855072
139,52.51798561,52.51798561,52.51798561,52.51798561,52.51798561,52.51798561,52.51798561,52.51798561,52.51798561,52.51798561
140,52.85714286,52.85714286,52.85714286,52.85714286,52.85714286,52.85714286,52.85714286,52.85714286,52.85714286,52.85714286
141,52.4822695,52.4822695,52.4822695,52.4822695,52.4822695,52.4822695,52.4822695,52.4822695,52.4822695,52.4822695
142,52.11267606,52.11267606,52.11267606,52.11267606,52.11267606,52.11267606,52.11267606,52.11267606,52.11267606,52.11267606
143,52.44755245,52.44755245,52.44755245,52.44755245,52.44755245,52.44755245,52.44755245,52.44755245,52.44755245,52.44755245
144,52.77777778,52.77777778,52.77777778,52.77777778,52.77777778,52.77777778,52.77777778,52.77777778,52.77777778,52.77777778
145,53.10344828,53.10344828,53.10344828,53.10344828,53.10344828,53.10344828,53.10344828,53.10344828,53.10344828,53.10344828
146,53.42465753,53.42465753,53.42465753,53.42465753,53.42465753,53.42465753,53.42465753,53.42465753,53.42465753,53.42465753
147,53.06122449,53.06122449,53.06122449,53.06122449,53.42465753,53.06122449,53.06122449,53.06122449,53.06122449,53.06122449
148,52.7027027,52.7027027,52.7027027,52.7027027,53.42465753,52.7027027,52.7027027,52.7027027,52.7027027,52.7027027
149,52.34899329,52.34899329,52.34899329,52.34899329,53.06122449,52.34899329,52.34899329,52.34899329,52.34899329,52.34899329
150,52,52,52,52,52.7027027,52,52,52,52,52
151,52.31788079,52.31788079,52.31788079,52.31788079,52.7027027,52.31788079,52.31788079,52.31788079,52.31788079,52.31788079
152,52.63157895,52.63157895,52.63157895,52.63157895,52.7027027,52.63157895,52.63157895,52.63157895,52.63157895,52.63157895
153,52.2875817,52.2875817,52.2875817,52.2875817,52.7027027,52.2875817,52.2875817,52.2875817,52.2875817,52.2875817
154,51.94805195,51.94805195,51.94805195,51.94805195,52.7027027,51.94805195,51.94805195,51.94805195,51.94805195,51.94805195
155,51.61290323,51.61290323,51.61290323,51.61290323,52.34899329,51.61290323,51.61290323,51.61290323,51.61290323,51.61290323
156,51.28205128,51.28205128,51.28205128,51.28205128,52,51.28205128,51.28205128,51.28205128,51.28205128,51.28205128
157,51.59235669,51.59235669,51.59235669,51.59235669,52.31788079,51.59235669,51.59235669,51.59235669,51.59235669,51.59235669
158,51.26582278,51.26582278,51.26582278,51.26582278,51.97368421,51.26582278,51.26582278,51.26582278,51.26582278,51.26582278
159,50.94339623,50.94339623,50.94339623,50.94339623,51.63398693,50.94339623,50.94339623,50.94339623,50.94339623,50.94339623
160,50.625,50.625,50.625,50.625,51.2987013,50.625,50.625,50.625,50.625,50.625
161,50.31055901,50.31055901,50.31055901,50.31055901,50.96774194,50.31055901,50.31055901,50.31055901,50.31055901,50.31055901
162,50,50,50,50,50.64102564,50,50,50.31055901,50,50
163,49.69325153,49.69325153,49.69325153,49.69325153,50.31847134,49.69325153,49.69325153,50,49.69325153,49.69325153
164,50,49.69325153,50,50,50.63291139,50,50,50.30674847,50,50
165,50.3030303,49.69325153,50.3030303,50.3030303,50.63291139,50.3030303,50.3030303,50.6097561,50.3030303,50.3030303
166,50.60240964,49.69325153,50.60240964,50.60240964,50.63291139,50.60240964,50.60240964,50.90909091,50.60240964,50.60240964
167,50.89820359,49.69325153,50.89820359,50.89820359,50.63291139,50.89820359,50.89820359,51.20481928,50.89820359,50.60240964
168,50.5952381,49.69325153,50.5952381,50.5952381,50.63291139,50.5952381,50.5952381,50.89820359,50.5952381,50.60240964
169,50.88757396,49.69325153,50.88757396,50.88757396,50.63291139,50.88757396,50.5952381,51.19047619,50.88757396,50.89820359
170,51.17647059,49.69325153,51.17647059,51.17647059,50.63291139,51.17647059,50.5952381,51.47928994,51.17647059,51.19047619
171,51.4619883,49.69325153,51.4619883,51.4619883,50.63291139,51.4619883,50.5952381,51.76470588,51.4619883,51.47928994
172,51.74418605,49.69325153,51.74418605,51.74418605,50.63291139,51.74418605,50.88757396,52.04678363,51.74418605,51.76470588
173,52.02312139,50,52.02312139,52.02312139,50.63291139,52.02312139,51.17647059,52.3255814,52.02312139,52.04678363
174,51.72413793,49.6969697,51.72413793,52.02312139,50.63291139,51.72413793,50.87719298,52.02312139,51.72413793,52.04678363
175,51.42857143,49.39759036,51.42857143,51.72413793,50.63291139,51.42857143,50.58139535,51.72413793,51.42857143,52.04678363
176,51.70454545,49.7005988,51.70454545,51.72413793,50.63291139,51.70454545,50.86705202,52,51.70454545,52.04678363
177,51.41242938,49.4047619,51.41242938,51.42857143,50.63291139,51.41242938,50.57471264,51.70454545,51.41242938,52.04678363
178,51.12359551,49.11242604,51.12359551,51.13636364,50.63291139,51.12359551,50.28571429,51.41242938,51.12359551,51.74418605
179,50.83798883,48.82352941,50.83798883,50.84745763,50.63291139,50.83798883,50,51.12359551,50.83798883,51.44508671
180,51.11111111,49.12280702,51.11111111,51.12359551,50.94339623,51.11111111,50.28248588,51.39664804,51.11111111,51.72413793
181,50.82872928,48.8372093,50.82872928,50.83798883,50.625,50.82872928,50,51.11111111,50.82872928,51.42857143
182,51.0989011,49.13294798,51.0989011,51.11111111,50.93167702,51.0989011,50.27932961,51.38121547,51.0989011,51.70454545
183,51.36612022,49.42528736,51.36612022,51.38121547,51.2345679,51.36612022,50.55555556,51.64835165,51.36612022,51.97740113
184,51.08695652,49.14285714,51.08695652,51.0989011,50.9202454,51.08695652,50.27624309,51.36612022,51.08695652,51.68539326
185,51.35135135,49.43181818,51.35135135,51.36612022,51.2195122,51.35135135,50.54945055,51.63043478,51.35135135,51.95530726
186,51.07526882,49.15254237,51.07526882,51.36612022,50.90909091,51.07526882,50.27322404,51.35135135,51.07526882,51.66666667
187,50.80213904,48.87640449,50.80213904,51.08695652,50.60240964,50.80213904,50,51.07526882,50.80213904,51.38121547
188,50.53191489,48.60335196,50.53191489,50.81081081,50.2994012,50.53191489,49.72972973,50.80213904,50.53191489,51.0989011
189,50.26455026,48.33333333,50.26455026,50.53763441,50,50.26455026,49.46236559,50.53191489,50.26455026,50.81967213
190,50,48.06629834,50,50.26737968,49.70414201,50,49.19786096,50.26455026,50,50.54347826
191,49.7382199,47.8021978,49.7382199,50,49.41176471,49.7382199,48.93617021,50,49.7382199,50.27027027
192,50,48.08743169,50,50.26455026,49.70760234,50,49.20634921,50.2617801,50,50.53763441
193,49.74093264,47.82608696,49.74093264,50,49.41860465,49.74093264,48.94736842,50,49.74093264,50.26737968
194,50,48.10810811,50,50.2617801,49.71098266,50,49.21465969,50.25906736,50,50.53191489
195,50.25641026,48.10810811,50.25641026,50.52083333,49.71098266,50.25641026,49.47916667,50.25906736,50.25641026,50.79365079
196,50,48.10810811,50,50.52083333,49.71098266,50,49.22279793,50.25906736,50,50.52631579
197,49.74619289,47.84946237,49.74619289,50.52083333,49.71098266,49.74619289,48.96907216,50,49.74619289,50.2617801
198,49.49494949,47.84946237,49.49494949,50.52083333,49.71098266,49.49494949,48.71794872,50,49.49494949,50
199,49.24623116,47.59358289,49.24623116,50.52083333,49.71098266,49.24623116,48.46938776,49.74358974,49.24623116,49.74093264
200,49,47.34042553,49,50.52083333,49.71098266,49,48.22335025,49.48979592,49,49.48453608
201,49.25373134,47.61904762,49.25373134,50.52083333,49.71098266,49.25373134,48.48484848,49.74619289,49.25373134,49.74358974
202,49.00990099,47.61904762,49.00990099,50.52083333,49.71098266,49.00990099,48.24120603,49.74619289,49.00990099,49.48979592
203,48.76847291,47.61904762,48.76847291,50.25906736,49.71098266,48.76847291,48,49.74619289,48.76847291,49.23857868
204,49.01960784,47.89473684,49.01960784,50.51546392,50,49.01960784,48.25870647,50,49.01960784,49.49494949
205,49.26829268,47.89473684,49.26829268,50.76923077,50,49.26829268,48.51485149,50,49.26829268,49.74874372
206,49.02912621,47.89473684,49.02912621,50.76923077,50,49.02912621,48.27586207,50,49.02912621,49.5
207,49.27536232,47.89473684,49.27536232,50.76923077,50,49.27536232,48.52941176,50,49.27536232,49.5
208,49.51923077,48.16753927,49.51923077,51.02040816,50.28571429,49.51923077,48.7804878,50.25125628,49.51923077,49.75124378
209,49.28229665,47.91666667,49.28229665,50.76142132,50,49.28229665,48.54368932,50,49.28229665,49.5049505
210,49.52380952,48.1865285,49.52380952,51.01010101,50.28248588,49.52380952,48.79227053,50.24875622,49.52380952,49.75369458
211,49.28909953,47.93814433,49.28909953,50.75376884,50.28248588,49.28909953,48.55769231,50.24875622,49.28909953,49.50980392
212,49.52830189,48.20512821,49.52830189,50.75376884,50.28248588,49.52830189,48.80382775,50.24875622,49.52830189,49.75609756
213,49.76525822,48.46938776,49.76525822,50.75376884,50.28248588,49.76525822,49.04761905,50.24875622,49.76525822,50
214,50,48.73096447,50,51,50.56179775,50,49.28909953,50.4950495,50,50.24154589
215,50.23255814,48.98989899,50.23255814,51,50.83798883,50.23255814,49.52830189,50.4950495,50.23255814,50.48076923
216,50.46296296,49.24623116,50.46296296,51.24378109,51.11111111,50.46296296,49.76525822,50.73891626,50.46296296,50.71770335
217,50.69124424,49.5,50.69124424,51.24378109,51.38121547,50.69124424,50,50.73891626,50.69124424,50.95238095
218,50.91743119,49.75124378,50.91743119,51.48514851,51.64835165,50.91743119,50.23255814,50.98039216,50.91743119,51.18483412
219,51.14155251,50,51.14155251,51.72413793,51.91256831,51.14155251,50.46296296,51.2195122,51.14155251,51.41509434
220,51.36363636,50.24630542,51.36363636,51.72413793,51.91256831,51.36363636,50.69124424,51.2195122,51.36363636,51.41509434
221,51.58371041,50.49019608,51.58371041,51.96078431,52.17391304,51.58371041,50.91743119,51.45631068,51.58371041,51.64319249
222,51.8018018,50.73170732,51.8018018,51.96078431,52.17391304,51.8018018,51.14155251,51.45631068,51.8018018,51.86915888
223,52.01793722,50.97087379,52.01793722,52.19512195,52.43243243,52.01793722,51.36363636,51.69082126,52.01793722,52.09302326
224,51.78571429,50.72463768,51.78571429,51.94174757,52.15053763,51.78571429,51.13122172,51.44230769,51.78571429,51.85185185
225,52,50.96153846,52,51.94174757,52.15053763,51.78571429,51.35135135,51.44230769,52,52.07373272
226,51.7699115,50.71770335,51.7699115,51.69082126,51.87165775,51.55555556,51.12107623,51.19617225,51.7699115,51.83486239
227,51.54185022,50.47619048,51.54185022,51.69082126,51.87165775,51.55555556,50.89285714,51.19617225,51.54185022,51.83486239
228,51.31578947,50.23696682,51.31578947,51.44230769,51.59574468,51.32743363,50.66666667,50.95238095,51.31578947,51.59817352
229,51.09170306,50,51.09170306,51.44230769,51.59574468,51.32743363,50.44247788,50.95238095,51.09170306,51.59817352
230,50.86956522,49.76525822,50.86956522,51.44230769,51.59574468,51.10132159,50.22026432,50.95238095,50.86956522,51.59817352
231,51.08225108,50,51.08225108,51.67464115,51.85185185,51.31578947,50.43859649,51.18483412,51.08225108,51.81818182
232,51.29310345,50.23255814,51.29310345,51.67464115,51.85185185,51.52838428,50.65502183,51.18483412,51.29310345,51.81818182
233,51.07296137,50,51.07296137,51.42857143,51.57894737,51.30434783,50.43478261,50.94339623,51.07296137,51.58371041
234,50.85470085,50,50.85470085,51.42857143,51.57894737,51.30434783,50.21645022,50.94339623,50.85470085,51.58371041
235,50.63829787,50,50.63829787,51.42857143,51.57894737,51.30434783,50,50.94339623,50.63829787,51.58371041
236,50.42372881,50,50.42372881,51.42857143,51.57894737,51.30434783,49.78540773,50.94339623,50.63829787,51.58371041
237,50.21097046,50,50.21097046,51.18483412,51.57894737,51.08225108,49.57264957,50.70422535,50.42372881,51.58371041
238,50,50,50,51.18483412,51.57894737,50.86206897,49.36170213,50.70422535,50.21097046,51.58371041
239,50.20920502,50,50.20920502,51.18483412,51.57894737,50.86206897,49.57627119,50.70422535,50.21097046,51.58371041
240,50,50,50,51.18483412,51.57894737,50.86206897,49.36708861,50.70422535,50.21097046,51.58371041
241,50,50,50,51.18483412,51.57894737,50.86206897,49.36708861,50.70422535,50.21097046,51.58371041
242,50.20746888,50.23041475,50.20746888,51.41509434,51.83246073,51.07296137,49.57983193,50.93457944,50.42016807,51.8018018
243,50,50,50,51.17370892,51.5625,50.85470085,49.37238494,50.69767442,50.20920502,51.56950673
244,49.79423868,49.7716895,49.79423868,50.93457944,51.29533679,50.63829787,49.16666667,50.46296296,50,51.33928571
245,49.79423868,49.7716895,49.79423868,50.93457944,51.29533679,50.63829787,49.16666667,50.46296296,50.20746888,51.55555556
