"learning evaluation instances on certain fold","1-fold","2-fold","3-fold","4-fold","5-fold","6-fold","7-fold","8-fold","9-fold","10-fold"
72,0,0,0,0,0,0,0,0,0,0
73,0,0,0,0,0,0,0,0,0,0
74,0,0,0,0,0,0,0,0,0,0
75,0,0,0,0,0,0,0,0,0,0
76,0,0,0,0,0,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0,0
79,0,0,0,0,0,0,0,0,0,0
80,0,0,0,0,0,0,0,0,0,0
81,0,0,0,0,0,0,0,0,0,0
82,0,0,0,0,0,0,0,0,0,0
83,0,0,0,0,0,0,0,0,0,0
84,0,0,0,0,0,0,0,0,0,0
85,0,0,0,0,0,0,0,0,0,0
86,0,0,0,0,0,0,0,0,0,0
87,0,0,0,0,0,0,0,0,0,0
88,0,0,0,0,0,0,0,0,0,0
89,0,0,0,0,0,0,0,0,0,0
90,0,0,0,0,0,0,0,0,0,0
91,0,0,0,0,0,0,0,0,0,0
92,0,0,0,0,0,0,0,0,0,0
93,0,0,0,0,0,0,0,0,0,0
94,0,0,0,0,0,0,0,0,0,0
95,0,0,0,0,0,0,0,0,0,0
96,0,0,0,0,0,0,0,0,0,0
97,0,0,0,0,0,0,0,0,0,0
98,0,0,0,0,0,0,0,0,0,0
99,0,0,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0,0,0
101,0,0,0,0,0,0,0,0,0,0
102,0,0,0,0,0,0,0,0,0,0
103,0,0,0,0,0,0,0,0,0,0
104,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,0,0,0
106,0,0,0,0,0,0,0,0,0,0
107,0,0,0,0,0,0,0,0,0,0
108,0,0,0,0,0,0,0,0,0,0
109,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0
111,0,0,0,0,0,0,0,0,0,0
112,0,0,0,0,0,0,0,0,0,0
113,0,0,0,0,0,0,0,0,0,0
114,0,0,0,0,0,0,0,0,0,0
115,0,0,0,0,0,0,0,0,0,0
116,0,0,0,0,0,0,0,0,0,0
117,0,0,0,0,0,0,0,0,0,0
118,0,0,0,0,0,0,0,0,0,0
119,0,0,0,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0,0,0,0
121,0,0,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0,0,0
123,0,0,0,0,0,0,0,0,0,0
124,0,0,0,0,0,0,0,0,0,0
125,0,0,0,0,0,0,0,0,0,0
126,0,0,0,0,0,0,0,0,0,0
127,0,0,0,0,0,0,0,0,0,0
128,0,0,0,0,0,0,0,0,0,0
129,0,0,0,0,0,0,0,0,0,0
130,0,0,0,0,0,0,0,0,0,0
131,0,0,0,0,0,0,0,0,0,0
132,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0
134,0,0,0,0,0,0,0,0,0,0
135,0,0,0,0,0,0,0,0,0,0
136,0,0,0,0,0,0,0,0,0,0
137,0,0,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0,0,0
140,0,0,0,0,0,0,0,0,0,0
141,0,0,0,0,0,0,0,0,0,0
142,0,0,0,0,0,0,0,0,0,0
143,0,0,0,0,0,0,0,0,0,0
144,0,0,0,0,0,0,0,0,0,0
145,0,0,0,0,0,0,0,0,0,0
146,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,1.449275362,0,0,0,0,0
148,0,0,0,0,2.857142857,0,0,0,0,0
149,0,0,0,0,2.816901408,0,0,0,0,0
150,0,0,0,0,2.777777778,0,0,0,0,0
151,0,0,0,0,2.777777778,0,0,0,0,0
152,0,0,0,0,2.777777778,0,0,0,0,0
153,0,0,0,0,4.109589041,0,0,0,0,0
154,0,0,0,0,5.405405405,0,0,0,0,0
155,0,0,0,0,5.333333333,0,0,0,0,0
156,0,0,0,0,5.263157895,0,0,0,0,0
157,0,0,0,0,5.263157895,0,0,0,0,0
158,0,0,0,0,5.194805195,0,0,0,0,0
159,0,0,0,0,5.128205128,0,0,0,0,0
160,0,0,0,0,5.063291139,0,0,0,0,0
161,0,0,0,0,5,0,0,0,0,0
162,0,0,0,0,4.938271605,0,0,1.234567901,0,0
163,0,0,0,0,4.87804878,0,0,1.219512195,0,0
164,0,0,0,0,4.87804878,0,0,1.219512195,0,0
165,0,0,0,0,4.87804878,0,0,1.219512195,0,0
166,0,0,0,0,4.87804878,0,0,1.219512195,0,0
167,0,0,0,0,4.87804878,0,0,1.219512195,0,0
168,0,1.204819277,0,0,6.024096386,0,0,1.204819277,0,1.204819277
169,0,1.204819277,0,0,6.024096386,0,0,1.204819277,0,1.204819277
170,0,1.204819277,0,0,6.024096386,0,0,1.204819277,0,1.204819277
171,0,1.204819277,0,0,6.024096386,0,0,1.204819277,0,1.204819277
172,0,1.204819277,0,0,6.024096386,0,0,1.204819277,0,1.204819277
173,0,1.204819277,0,0,6.024096386,0,0,1.204819277,0,1.204819277
174,0,1.19047619,0,1.19047619,7.142857143,0,0,1.19047619,0,2.380952381
175,0,1.176470588,0,1.176470588,8.235294118,0,0,1.176470588,0,3.529411765
176,0,1.176470588,0,1.176470588,8.235294118,0,0,1.176470588,0,3.529411765
177,0,1.162790698,0,1.162790698,9.302325581,0,0,1.162790698,0,4.651162791
178,0,1.149425287,0,1.149425287,10.34482759,0,0,1.149425287,0,4.597701149
179,0,1.136363636,0,1.136363636,11.36363636,0,0,1.136363636,0,4.545454545
180,0,1.136363636,0,1.136363636,11.36363636,0,0,1.136363636,0,4.545454545
181,0,1.123595506,0,1.123595506,11.23595506,0,0,1.123595506,0,4.494382022
182,0,1.123595506,0,1.123595506,11.23595506,0,0,1.123595506,0,4.494382022
183,0,1.123595506,0,1.123595506,11.23595506,0,0,1.123595506,0,4.494382022
184,0,1.111111111,0,1.111111111,11.11111111,0,0,1.111111111,0,4.444444444
185,0,1.111111111,0,1.111111111,11.11111111,0,0,1.111111111,0,4.444444444
186,0,1.098901099,0,2.197802198,10.98901099,0,0,1.098901099,0,4.395604396
187,0,1.086956522,0,2.173913043,10.86956522,0,0,1.086956522,0,4.347826087
188,0,1.075268817,0,2.150537634,10.75268817,0,0,1.075268817,0,4.301075269
189,0,1.063829787,0,2.127659574,10.63829787,0,0,1.063829787,0,4.255319149
190,0,1.052631579,0,2.105263158,10.52631579,0,0,1.052631579,0,4.210526316
191,0,1.041666667,0,2.083333333,10.41666667,0,0,1.041666667,0,4.166666667
192,0,1.041666667,0,2.083333333,10.41666667,0,0,1.041666667,0,4.166666667
193,0,1.030927835,0,2.06185567,10.30927835,0,0,1.030927835,0,4.12371134
194,0,1.030927835,0,2.06185567,10.30927835,0,0,1.030927835,0,4.12371134
195,0,1.030927835,0,2.06185567,10.30927835,0,0,1.030927835,0,4.12371134
196,0,2.040816327,0,3.06122449,11.2244898,0,0,2.040816327,0,4.081632653
197,0,2.02020202,0,4.04040404,12.12121212,0,0,2.02020202,0,4.04040404
198,0,3,0,5,13,0,0,3,0,4
199,0,2.97029703,0,5.940594059,13.86138614,0,0,2.97029703,0,3.96039604
200,0,2.941176471,0,6.862745098,14.70588235,0,0,2.941176471,0,3.921568627
201,0,2.941176471,0,6.862745098,14.70588235,0,0,2.941176471,0,3.921568627
202,0,3.883495146,0,7.766990291,15.53398058,0,0,3.883495146,0,3.883495146
203,0,4.807692308,0,7.692307692,16.34615385,0,0,4.807692308,0,3.846153846
204,0,4.807692308,0,7.692307692,16.34615385,0,0,4.807692308,0,3.846153846
205,0,4.807692308,0,7.692307692,16.34615385,0,0,4.807692308,0,3.846153846
206,0,5.714285714,0,8.571428571,17.14285714,0,0,5.714285714,0,3.80952381
207,0,5.714285714,0,8.571428571,17.14285714,0,0,5.714285714,0,3.80952381
208,0,5.714285714,0,8.571428571,17.14285714,0,0,5.714285714,0,3.80952381
209,0,5.660377358,0,8.490566038,16.98113208,0,0,5.660377358,0,3.773584906
210,0,5.660377358,0,8.490566038,16.98113208,0,0,5.660377358,0,3.773584906
211,0,5.607476636,0,8.411214953,17.75700935,0,0,6.542056075,0,3.738317757
212,0,5.607476636,0,8.411214953,17.75700935,0,0,6.542056075,0,3.738317757
213,0,5.607476636,0,8.411214953,17.75700935,0,0,6.542056075,0,3.738317757
214,0,5.607476636,0,8.411214953,17.75700935,0,0,6.542056075,0,3.738317757
215,0,5.607476636,0,8.411214953,17.75700935,0,0,6.542056075,0,3.738317757
216,0,5.607476636,0,8.411214953,17.75700935,0,0,6.542056075,0,3.738317757
217,0,5.607476636,0,8.411214953,17.75700935,0,0,6.542056075,0,3.738317757
218,0,5.607476636,0,8.411214953,17.75700935,0,0,6.542056075,0,3.738317757
219,0,5.607476636,0,8.411214953,17.75700935,0,0,6.542056075,0,3.738317757
220,0,5.607476636,0,8.411214953,17.75700935,0,0,6.542056075,0,3.738317757
221,0,5.607476636,0,8.411214953,17.75700935,0,0,6.542056075,0,3.738317757
222,0,5.607476636,0,8.411214953,17.75700935,0,0,6.542056075,0,3.738317757
223,0,5.607476636,0,8.411214953,17.75700935,0,0,6.542056075,0,3.738317757
224,0,5.555555556,0,8.333333333,17.59259259,0,0,6.481481481,0,3.703703704
225,0,5.555555556,0,8.333333333,17.59259259,0,0,6.481481481,0,3.703703704
226,0,5.504587156,0,8.256880734,17.43119266,0,0,6.422018349,0,3.669724771
227,0,5.454545455,0,9.090909091,18.18181818,0.909090909,0,7.272727273,0,4.545454545
228,0,5.405405405,0,9.009009009,18.01801802,0.900900901,0,7.207207207,0,4.504504505
229,0,5.357142857,0,9.821428571,18.75,1.785714286,0,8.035714286,0,5.357142857
230,0,5.309734513,0,10.61946903,19.46902655,1.769911504,0,8.849557522,0,6.194690265
231,0,5.309734513,0,10.61946903,19.46902655,1.769911504,0,8.849557522,0,6.194690265
232,0,5.309734513,0,10.61946903,19.46902655,1.769911504,0,8.849557522,0,6.194690265
233,0,5.263157895,0,10.52631579,19.29824561,1.754385965,0,8.771929825,0,6.140350877
234,0,6.086956522,0,11.30434783,20,2.608695652,0,9.565217391,0,6.956521739
235,0,6.896551724,0,12.06896552,20.68965517,3.448275862,0,10.34482759,0,7.75862069
236,0,7.692307692,0,12.82051282,21.36752137,4.273504274,0,11.11111111,0.854700855,8.547008547
237,0,8.474576271,0,12.71186441,22.03389831,4.237288136,0,11.01694915,0.847457627,9.322033898
238,0,9.243697479,0,13.44537815,22.68907563,4.201680672,0,11.76470588,0.840336134,10.08403361
239,0,9.243697479,0,13.44537815,22.68907563,4.201680672,0,11.76470588,0.840336134,10.08403361
240,0,10,0,14.16666667,23.33333333,5,0,12.5,1.666666667,10.83333333
241,0,10,0,14.16666667,23.33333333,5,0,12.5,1.666666667,10.83333333
242,0,10,0,14.16666667,23.33333333,5,0,12.5,1.666666667,10.83333333
243,0,9.917355372,0,14.04958678,23.14049587,4.958677686,0,12.39669421,1.652892562,10.74380165
244,0,9.836065574,0,13.93442623,22.95081967,4.918032787,0,12.29508197,1.639344262,10.6557377
245,0,9.836065574,0,13.93442623,22.95081967,4.918032787,0,12.29508197,1.639344262,10.6557377
246,0,9.756097561,0,13.82113821,22.76422764,4.87804878,0,12.19512195,1.62601626,10.56910569
247,0,9.756097561,0,13.82113821,22.76422764,4.87804878,0,12.19512195,1.62601626,10.56910569
248,0,9.756097561,0,13.82113821,22.76422764,4.87804878,0,12.19512195,1.62601626,10.56910569
249,0.806451613,10.48387097,0.806451613,14.51612903,23.38709677,5.64516129,0.806451613,12.90322581,1.612903226,11.29032258
250,1.6,11.2,1.6,15.2,24,6.4,1.6,13.6,1.6,12
251,1.6,11.2,1.6,15.2,24,6.4,1.6,13.6,1.6,12
252,2.380952381,11.9047619,2.380952381,15.87301587,24.6031746,7.142857143,2.380952381,14.28571429,2.380952381,12.6984127
253,3.149606299,12.5984252,3.149606299,16.53543307,25.19685039,7.874015748,3.149606299,14.96062992,2.362204724,13.38582677
254,3.149606299,12.5984252,3.149606299,16.53543307,25.19685039,7.874015748,3.149606299,14.96062992,2.362204724,13.38582677
255,3.149606299,12.5984252,3.149606299,16.53543307,25.19685039,7.874015748,3.149606299,14.96062992,2.362204724,13.38582677
256,3.149606299,12.5984252,3.149606299,16.53543307,25.19685039,7.874015748,3.149606299,14.96062992,2.362204724,13.38582677
257,3.149606299,12.5984252,3.149606299,16.53543307,25.19685039,7.874015748,3.149606299,14.96062992,2.362204724,13.38582677
258,3.149606299,12.5984252,3.149606299,16.53543307,25.19685039,7.874015748,3.149606299,14.96062992,2.362204724,13.38582677
259,3.149606299,12.5984252,3.149606299,16.53543307,25.19685039,7.874015748,3.149606299,14.96062992,2.362204724,13.38582677
260,3.125,12.5,3.125,16.40625,25,7.8125,3.125,14.84375,2.34375,13.28125
261,3.875968992,12.40310078,3.875968992,17.05426357,25.58139535,8.527131783,3.875968992,15.50387597,2.325581395,13.17829457
262,3.875968992,12.40310078,3.875968992,17.05426357,25.58139535,8.527131783,3.875968992,15.50387597,2.325581395,13.17829457
263,4.615384615,12.30769231,3.846153846,17.69230769,26.15384615,9.230769231,4.615384615,16.15384615,2.307692308,13.84615385
264,4.615384615,12.30769231,3.846153846,17.69230769,26.15384615,9.230769231,4.615384615,16.15384615,2.307692308,13.84615385
265,4.615384615,12.30769231,3.846153846,17.69230769,26.15384615,9.230769231,4.615384615,16.15384615,2.307692308,13.84615385
266,4.580152672,12.21374046,3.816793893,17.55725191,25.95419847,9.160305344,4.580152672,16.03053435,2.290076336,13.74045802
267,4.580152672,12.21374046,3.816793893,17.55725191,25.95419847,9.160305344,4.580152672,16.03053435,2.290076336,13.74045802
268,4.580152672,12.21374046,3.816793893,17.55725191,25.95419847,9.160305344,4.580152672,16.03053435,2.290076336,13.74045802
269,4.545454545,12.12121212,3.787878788,17.42424242,25.75757576,9.090909091,4.545454545,15.90909091,2.272727273,13.63636364
270,4.545454545,12.12121212,3.787878788,17.42424242,25.75757576,9.090909091,4.545454545,15.90909091,2.272727273,13.63636364
271,4.511278195,12.03007519,3.759398496,18.04511278,25.56390977,9.77443609,5.263157895,16.54135338,2.255639098,13.53383459
272,4.511278195,12.03007519,3.759398496,18.04511278,25.56390977,9.77443609,5.263157895,16.54135338,2.255639098,13.53383459
273,4.511278195,12.03007519,3.759398496,18.04511278,25.56390977,9.77443609,5.263157895,16.54135338,2.255639098,13.53383459
274,4.511278195,12.03007519,3.759398496,18.04511278,25.56390977,9.77443609,5.263157895,16.54135338,2.255639098,13.53383459
275,4.47761194,12.68656716,3.731343284,18.65671642,25.37313433,10.44776119,5.223880597,16.41791045,2.23880597,13.43283582
276,4.47761194,12.68656716,3.731343284,18.65671642,25.37313433,10.44776119,5.223880597,16.41791045,2.23880597,13.43283582
277,4.444444444,12.59259259,3.703703704,19.25925926,25.18518519,11.11111111,5.185185185,16.2962963,2.222222222,13.33333333
278,4.444444444,12.59259259,3.703703704,19.25925926,25.18518519,11.11111111,5.185185185,16.2962963,2.222222222,13.33333333
279,4.411764706,12.5,3.676470588,19.11764706,25.73529412,11.76470588,5.882352941,16.91176471,2.205882353,13.23529412
280,4.411764706,12.5,3.676470588,19.11764706,25.73529412,11.76470588,5.882352941,16.91176471,2.205882353,13.23529412
281,4.379562044,12.40875912,3.649635036,19.7080292,25.54744526,12.40875912,6.569343066,17.51824818,2.189781022,13.13868613
282,4.347826087,12.31884058,4.347826087,19.56521739,25.36231884,12.31884058,7.246376812,17.39130435,2.173913043,13.04347826
283,4.316546763,12.23021583,4.316546763,20.14388489,25.17985612,12.94964029,7.194244604,17.26618705,2.158273381,13.66906475
284,4.316546763,12.23021583,4.316546763,20.14388489,25.17985612,12.94964029,7.194244604,17.26618705,2.158273381,13.66906475
285,4.316546763,12.23021583,4.316546763,20.14388489,25.17985612,12.94964029,7.194244604,17.26618705,2.158273381,13.66906475
286,4.285714286,12.14285714,4.285714286,20,25,12.85714286,7.142857143,17.14285714,2.142857143,13.57142857
287,4.285714286,12.14285714,4.285714286,20,25,12.85714286,7.142857143,17.14285714,2.142857143,13.57142857
288,4.255319149,12.05673759,4.255319149,19.85815603,24.82269504,12.76595745,7.092198582,17.0212766,2.127659574,13.4751773
289,4.255319149,12.05673759,4.255319149,19.85815603,24.82269504,12.76595745,7.092198582,17.0212766,2.127659574,13.4751773
290,4.225352113,11.97183099,4.225352113,19.71830986,24.64788732,12.67605634,7.042253521,16.90140845,2.112676056,13.38028169
291,4.225352113,11.97183099,4.225352113,19.71830986,24.64788732,12.67605634,7.042253521,16.90140845,2.112676056,13.38028169
292,4.225352113,11.97183099,4.225352113,19.71830986,24.64788732,12.67605634,7.042253521,16.90140845,2.112676056,13.38028169
293,4.195804196,11.88811189,4.195804196,19.58041958,24.47552448,12.58741259,6.993006993,16.78321678,2.097902098,13.28671329
294,4.166666667,11.80555556,4.166666667,19.44444444,24.30555556,12.5,6.944444444,16.66666667,2.083333333,13.19444444
295,4.166666667,11.80555556,4.166666667,19.44444444,24.30555556,12.5,6.944444444,16.66666667,2.083333333,13.19444444
296,4.137931034,11.72413793,4.137931034,19.31034483,24.13793103,12.4137931,6.896551724,16.55172414,2.068965517,13.10344828
297,4.137931034,11.72413793,4.137931034,19.31034483,24.13793103,12.4137931,6.896551724,16.55172414,2.068965517,13.10344828
298,4.109589041,11.64383562,4.109589041,19.17808219,23.97260274,12.32876712,6.849315068,16.43835616,2.054794521,13.01369863
299,4.109589041,11.64383562,4.109589041,19.17808219,23.97260274,12.32876712,6.849315068,16.43835616,2.054794521,13.01369863
300,4.081632653,11.56462585,4.081632653,19.04761905,23.80952381,12.92517007,6.802721088,16.32653061,2.040816327,12.92517007
301,4.081632653,11.56462585,4.081632653,19.04761905,23.80952381,12.92517007,6.802721088,16.32653061,2.040816327,12.92517007
302,4.054054054,11.48648649,4.054054054,18.91891892,23.64864865,13.51351351,6.756756757,16.21621622,2.027027027,13.51351351
303,4.054054054,11.48648649,4.054054054,18.91891892,23.64864865,13.51351351,6.756756757,16.21621622,2.027027027,13.51351351
304,4.054054054,11.48648649,4.054054054,18.91891892,23.64864865,13.51351351,6.756756757,16.21621622,2.027027027,13.51351351
305,4.054054054,11.48648649,4.054054054,18.91891892,23.64864865,13.51351351,6.756756757,16.21621622,2.027027027,13.51351351
306,4.054054054,11.48648649,4.054054054,18.91891892,23.64864865,13.51351351,6.756756757,16.21621622,2.027027027,13.51351351
307,4.054054054,11.48648649,4.054054054,18.91891892,23.64864865,13.51351351,6.756756757,16.21621622,2.027027027,13.51351351
308,4.054054054,11.48648649,4.054054054,18.91891892,23.64864865,13.51351351,6.756756757,16.21621622,2.027027027,13.51351351
309,4.026845638,11.40939597,4.026845638,19.46308725,23.48993289,14.09395973,6.711409396,16.77852349,2.013422819,13.42281879
310,4.666666667,12,4,20,23.33333333,14.66666667,6.666666667,16.66666667,2.666666667,14
311,5.298013245,11.9205298,3.973509934,19.86754967,23.17880795,15.23178808,6.622516556,16.55629139,2.649006623,13.90728477
312,5.298013245,11.9205298,3.973509934,19.86754967,23.17880795,15.23178808,6.622516556,16.55629139,2.649006623,13.90728477
313,5.921052632,11.84210526,3.947368421,19.73684211,23.02631579,15.78947368,6.578947368,16.44736842,3.289473684,13.81578947
314,5.921052632,11.84210526,3.947368421,19.73684211,23.02631579,15.78947368,6.578947368,16.44736842,3.289473684,13.81578947
315,5.882352941,11.76470588,3.921568627,20.26143791,22.87581699,16.33986928,6.535947712,16.99346405,3.267973856,13.7254902
316,6.493506494,11.68831169,3.896103896,20.77922078,22.72727273,16.88311688,6.493506494,17.53246753,3.896103896,14.28571429
317,7.096774194,11.61290323,3.870967742,21.29032258,22.58064516,17.41935484,6.451612903,18.06451613,4.516129032,14.83870968
318,7.692307692,11.53846154,3.846153846,21.79487179,22.43589744,17.94871795,6.41025641,18.58974359,5.128205128,15.38461538
319,8.280254777,11.46496815,3.821656051,22.29299363,22.29299363,18.47133758,6.369426752,19.10828025,5.732484076,15.92356688
320,8.860759494,11.39240506,3.797468354,22.78481013,22.15189873,18.35443038,6.329113924,19.62025316,6.329113924,15.82278481
321,9.433962264,11.94968553,3.773584906,23.27044025,22.64150943,18.86792453,6.918238994,20.12578616,6.918238994,16.35220126
322,9.433962264,11.94968553,3.773584906,23.27044025,22.64150943,18.86792453,6.918238994,20.12578616,6.918238994,16.35220126
323,10,12.5,3.75,23.125,23.125,18.75,7.5,20.625,7.5,16.875
324,10,12.5,3.75,23.125,23.125,18.75,7.5,20.625,7.5,16.875
325,10,12.5,3.75,23.125,23.125,18.75,7.5,20.625,7.5,16.875
326,10,12.5,3.75,23.125,23.125,18.75,7.5,20.625,7.5,16.875
327,10.55900621,13.04347826,4.347826087,23.60248447,23.60248447,19.25465839,8.074534161,21.11801242,8.074534161,17.39130435
328,10.55900621,13.04347826,4.347826087,23.60248447,23.60248447,19.25465839,8.074534161,21.11801242,8.074534161,17.39130435
329,10.55900621,13.04347826,4.347826087,23.60248447,23.60248447,19.25465839,8.074534161,21.11801242,8.074534161,17.39130435
330,11.11111111,13.58024691,4.938271605,23.45679012,23.45679012,19.13580247,8.641975309,20.98765432,8.024691358,17.90123457
331,11.65644172,14.11042945,5.521472393,23.31288344,23.31288344,19.63190184,9.202453988,20.85889571,7.975460123,18.40490798
332,11.65644172,14.11042945,5.521472393,23.31288344,23.31288344,19.63190184,9.202453988,20.85889571,7.975460123,18.40490798
333,12.19512195,14.63414634,6.097560976,23.17073171,23.7804878,20.12195122,9.756097561,20.73170732,8.536585366,18.90243902
334,12.19512195,14.63414634,6.097560976,23.17073171,23.7804878,20.12195122,9.756097561,20.73170732,8.536585366,18.90243902
335,12.19512195,14.63414634,6.097560976,23.17073171,23.7804878,20.12195122,9.756097561,20.73170732,8.536585366,18.90243902
336,12.12121212,15.15151515,6.060606061,23.03030303,23.63636364,20.60606061,10.3030303,21.21212121,9.090909091,19.39393939
337,12.12121212,15.15151515,6.060606061,23.03030303,23.63636364,20.60606061,10.3030303,21.21212121,9.090909091,19.39393939
338,12.12121212,15.15151515,6.060606061,23.03030303,23.63636364,20.60606061,10.3030303,21.21212121,9.090909091,19.39393939
339,12.12121212,15.15151515,6.060606061,23.03030303,23.63636364,20.60606061,10.3030303,21.21212121,9.090909091,19.39393939
340,12.04819277,15.6626506,6.024096386,22.89156627,23.4939759,21.08433735,10.84337349,21.68674699,9.638554217,19.87951807
341,12.04819277,15.6626506,6.024096386,22.89156627,23.4939759,21.08433735,10.84337349,21.68674699,9.638554217,19.87951807
342,12.04819277,15.6626506,6.024096386,22.89156627,23.4939759,21.08433735,10.84337349,21.68674699,9.638554217,19.87951807
343,12.5748503,16.16766467,5.988023952,22.75449102,23.35329341,21.55688623,11.37724551,21.55688623,10.17964072,20.35928144
344,12.5,16.66666667,5.952380952,22.61904762,23.21428571,22.02380952,11.9047619,21.42857143,10.71428571,20.83333333
345,12.5,16.66666667,5.952380952,22.61904762,23.21428571,22.02380952,11.9047619,21.42857143,10.71428571,20.83333333
346,13.01775148,17.15976331,5.917159763,23.07692308,23.07692308,22.4852071,12.4260355,21.89349112,11.24260355,21.30177515
347,12.94117647,17.64705882,5.882352941,22.94117647,22.94117647,22.94117647,12.94117647,21.76470588,11.76470588,21.17647059
348,13.4502924,18.12865497,6.432748538,23.39181287,23.39181287,23.39181287,13.4502924,22.22222222,12.28070175,21.6374269
349,13.95348837,18.60465116,6.976744186,23.8372093,23.8372093,23.8372093,13.95348837,22.6744186,12.79069767,22.09302326
350,13.95348837,18.60465116,6.976744186,23.8372093,23.8372093,23.8372093,13.95348837,22.6744186,12.79069767,22.09302326
351,13.87283237,19.07514451,6.936416185,23.69942197,23.69942197,24.27745665,13.87283237,23.12138728,12.71676301,21.96531792
352,13.87283237,19.07514451,6.936416185,23.69942197,23.69942197,24.27745665,13.87283237,23.12138728,12.71676301,21.96531792
353,14.36781609,19.54022989,7.471264368,24.13793103,24.13793103,24.71264368,14.36781609,23.56321839,13.2183908,22.4137931
354,14.85714286,20,7.428571429,24.57142857,24.57142857,25.14285714,14.85714286,24,13.71428571,22.85714286
355,15.34090909,20.45454545,7.954545455,25,25,25.56818182,15.34090909,24.43181818,14.20454545,23.29545455
356,15.34090909,20.45454545,7.954545455,25,25,25.56818182,15.34090909,24.43181818,14.20454545,23.29545455
357,15.34090909,20.45454545,7.954545455,25,25,25.56818182,15.34090909,24.43181818,14.20454545,23.29545455
358,15.34090909,20.45454545,7.954545455,25,25,25.56818182,15.34090909,24.43181818,14.20454545,23.29545455
