instance class;predicted class;recall(0);recall(1);timestamp 
0;1;82.85981797302306;51.875280575507475;1310160585
1;0;82.85981797302306;50.97217492416425;1310161256
1;0;82.85981797302306;50.091318013738885;1310165180
0;0;83.30768158618363;50.091318013738885;1310168089
0;0;83.73691939538261;50.091318013738885;1310507449
0;0;84.14864927909909;50.091318013738885;1310509403
1;0;84.14864927909909;49.231940549540134;1310585949
0;1;82.05040941923694;49.231940549540134;1310644069
1;1;82.05040941923694;50.09673964689383;1310688715
1;0;82.05040941923694;49.24933691967862;1310693079
0;0;82.4913949454196;49.24933691967862;1310774223
0;0;82.91536987318013;49.24933691967862;1310776416
0;1;80.93569649768911;49.24933691967862;1310776833
1;1;80.93569649768911;50.10190518726502;1310985680
0;0;81.3846430831337;50.10190518726502;1310986151
1;1;81.3846430831337;50.9344901537351;1310990066
1;1;81.3846430831337;51.74774566411644;1310998524
1;1;81.3846430831337;52.54229746052735;1311008202
0;0;81.81715723103574;52.54229746052735;1311021888
1;1;81.81715723103574;53.31874467686934;1311029482
0;0;82.23410424280655;53.31874467686934;1311051048
1;0;82.23410424280655;52.451919692548756;1311054931
1;1;82.23410424280655;53.220121630018404;1311056637
0;0;82.63628975103973;53.220121630018404;1311169096
0;1;80.78891131693172;53.220121630018404;1311262498
0;0;81.21314385474551;53.220121630018404;1311263663
1;0;81.21314385474551;52.36554145334122;1311265464
0;0;81.62305536231614;52.36554145334122;1311266244
0;0;82.01933928411329;52.36554145334122;1311318103
0;0;82.4026450436645;52.36554145334122;1311318275
1;1;82.4026450436645;53.125824659240415;1311319298
1;1;82.4026450436645;53.86954002554711;1311328282
0;0;82.7735814826582;53.86954002554711;1311336828
0;0;83.13271998258995;53.86954002554711;1311526833
1;0;83.13271998258995;53.01981939257766;1311584332
1;1;83.13271998258995;53.756615485650386;1311599721
1;1;83.13271998258995;54.47775796912732;1311658044
1;0;83.13271998258995;53.632930929898734;1311663747
0;0;83.48059730262298;53.632930929898734;1311669654
1;0;83.48059730262298;52.80576108923538;1311748520
1;0;83.48059730262298;51.99574109614814;1311777189
1;0;83.48059730262298;51.20238272458539;1311784401
0;0;83.81771816331106;51.20238272458539;1311787457
1;1;83.81771816331106;51.943049141794475;1311874866
1;1;83.81771816331106;52.66871573623369;1311874914
1;1;83.81771816331106;53.37979804690297;1311874937
1;0;83.81771816331106;52.58185427546995;1311875358
0;0;84.14455760234554;52.58185427546995;1311902887
0;0;84.46156312545452;52.58185427546995;1311905336
0;0;84.76915667293873;52.58185427546995;1311957395
0;0;85.067736420021;52.58185427546995;1311957552
0;0;85.35767842716618;52.58185427546995;1311957697
0;0;85.63933815475792;52.58185427546995;1311974579
1;0;85.63933815475792;51.79970889040428;1311975506
0;0;85.91305185496368;51.79970889040428;1311975727
0;0;86.17913785224997;51.79970889040428;1311982785
0;1;84.5656565573266;51.79970889040428;1311997721
0;0;84.85212598461023;51.79970889040428;1312003252
0;0;85.13089200870613;51.79970889040428;1312003660
0;0;85.40224771064342;51.79970889040428;1312127713
1;1;85.40224771064342;52.513201188069814;1312137506
1;0;85.40224771064342;51.73958179622411;1312138416
0;0;85.66647152335428;51.73958179622411;1312138469
0;0;85.92382813584122;51.73958179622411;1312138897
1;1;85.92382813584122;52.44720121467545;1312139041
0;0;86.17456933118558;52.44720121467545;1312159595
0;0;86.41893476397665;52.44720121467545;1312160456
0;0;86.6571526822099;52.44720121467545;1312161719
0;0;86.88944059822738;52.44720121467545;1312169502
1;1;86.88944059822738;53.14120932050614;1312179671
0;0;87.11600591284807;53.14120932050614;1312179759
1;1;87.11600591284807;53.8219610463877;1312180670
0;0;87.3370464964544;53.8219610463877;1312181175
1;0;87.3370464964544;53.043574602710144;1312182858
1;0;87.3370464964544;52.279853287727875;1312209629
1;0;87.3370464964544;51.53042402009963;1312209949
1;0;87.3370464964544;50.79492613535413;1312211854
1;0;87.3370464964544;50.07301087300008;1312213210
0;0;87.55275123045915;50.07301087300008;1312213655
1;0;87.55275123045915;49.36434088886065;1312216945
1;1;87.55275123045915;50.07801020507412;1312218676
1;1;87.55275123045915;50.77875194054372;1312227607
1;1;87.55275123045915;51.46687976047956;1312236353
1;0;87.55275123045915;50.750209896556534;1312244049
0;0;87.76330051226833;50.750209896556534;1312246036
1;0;87.76330051226833;50.04628239825146;1312248745
1;1;87.76330051226833;50.736490794904284;1312260572
1;1;87.76330051226833;51.41457439509293;1312303913
1;0;87.76330051226833;50.709536689138176;1312305265
1;0;87.76330051226833;50.01673924070622;1312313267
0;0;87.96886672658003;50.01673924070622;1312314057
0;0;88.16961468560814;50.01673924070622;1312314773
0;0;88.36570204059556;50.01673924070622;1312322738
1;0;88.36570204059556;49.33590012565701;1312330138
1;0;88.36570204059556;48.66674588170139;1312335591
0;0;88.5572796667781;48.66674588170139;1312341890
1;1;88.5572796667781;49.360518627590146;1312382574
0;0;88.7444920237758;49.360518627590146;1312382748
1;0;88.7444920237758;48.69574427978214;1312393910
1;0;88.7444920237758;48.04218929125766;1312403383
0;0;88.92747749322261;48.04218929125766;1312410055
0;0;89.10636869529391;48.04218929125766;1312411101
1;0;89.10636869529391;47.3996041981595;1312411266
0;0;89.2812927856549;47.3996041981595;1312412517
0;1;87.85629353979564;47.3996041981595;1312413426
1;1;87.85629353979564;48.10079047048471;1312473406
1;0;87.85629353979564;47.461714307421786;1312476143
0;1;86.4623474051213;47.461714307421786;1312484563
0;0;86.67588594148872;47.461714307421786;1312487412
1;0;86.67588594148872;46.833194465243096;1312525725
0;0;86.88484970141975;46.833194465243096;1312525821
1;0;86.88484970141975;46.215002497049475;1312527904
1;1;86.88484970141975;46.92269282981776;1312538394
0;0;87.08937391946344;46.92269282981776;1312563125
1;0;87.08937391946344;46.30723854583202;1312571114
1;0;87.08937391946344;45.70174370485712;1312573528
0;0;87.28958858344406;45.70174370485712;1312576378
0;0;87.48561868666441;45.70174370485712;1312596927
0;0;87.6775844656973;45.70174370485712;1312597138
0;0;87.86560162471685;45.70174370485712;1312597354
0;0;88.04978154725042;45.70174370485712;1312607785
1;1;88.04978154725042;46.409548957939315;1312610037
0;0;88.23023149616618;46.409548957939315;1312610077
0;0;88.40705480265221;46.409548957939315;1312610515
0;0;88.58035104488712;46.409548957939315;1312610780
0;0;88.75021621705316;46.409548957939315;1312611152
0;0;88.91674288929431;46.409548957939315;1312681287
1;0;88.91674288929431;45.80640783632762;1312688588
1;1;88.91674288929431;46.50860699507099;1312693432
0;0;89.08002035918129;46.50860699507099;1312693552
0;0;89.24013479520438;46.50860699507099;1312694305
1;1;89.24013479520438;47.199663975134534;1312718330
1;1;89.24013479520438;47.87980780731937;1312759891
0;0;89.39716937277962;47.87980780731937;1312762413
1;1;89.39716937277962;48.54926143059385;1312776204
0;0;89.5512044032199;48.54926143059385;1312786863
1;1;89.5512044032199;49.2082418935529;1312788224
1;1;89.5512044032199;49.85696054792537;1312804929
1;0;89.5512044032199;49.221941595832206;1312815125
0;0;89.70231745609215;49.221941595832206;1312821668
0;0;89.85058347535286;49.221941595832206;1312822871
1;0;89.85058347535286;48.59672187511076;1312829659
0;1;88.56257953625783;48.59672187511076;1312831864
0;0;88.72582675803008;48.59672187511076;1312833282
0;0;88.8860592527504;48.59672187511076;1312836903
0;1;87.62807853414282;48.59672187511076;1312847518
0;0;87.80245092087141;48.59672187511076;1312847838
0;0;87.97366468348976;48.59672187511076;1312848812
0;0;88.14179646050547;48.59672187511076;1312850116
0;0;88.30692046173834;48.59672187511076;1312851201
0;0;88.46910856388862;48.59672187511076;1312851300
0;0;88.62843040162542;48.59672187511076;1312851523
0;0;88.78495345443838;48.59672187511076;1312851700
1;0;88.78495345443838;47.9811071522745;1312868976
0;0;88.93874312948068;47.9811071522745;1312872276
1;1;88.93874312948068;48.638320006642715;1312874395
0;0;89.08986284061754;48.638320006642715;1312877012
0;1;87.87715157040947;48.638320006642715;1312906313
0;0;88.04157657238227;48.638320006642715;1312906504
1;1;88.04157657238227;49.285524742015255;1312918814
1;0;88.04157657238227;48.66609258288058;1312922722
0;0;88.20319555408093;48.66609258288058;1312935288
1;0;88.20319555408093;48.05601242445068;1312942514
0;0;88.36207178147475;48.05601242445068;1312952295
1;0;88.36207178147475;47.45510418449336;1312978188
0;0;88.51826666371346;47.45510418449336;1312978320
0;0;88.67183982084201;47.45510418449336;1312988921
0;0;88.82284914857122;47.45510418449336;1312991126
1;0;88.82284914857122;46.86319224235479;1312996937
1;0;88.82284914857122;46.28010530150473;1313005631
0;0;88.97135088025256;46.28010530150473;1313005937
1;1;88.97135088025256;46.946877072527045;1313006495
0;0;89.1173996461966;46.946877072527045;1313015173
1;0;89.1173996461966;46.3655741588721;1313020335
1;0;89.1173996461966;45.792833370701416;1313020740
1;1;89.1173996461966;46.4608674320705;1313076596
0;1;87.9410617662669;46.4608674320705;1313081623
1;1;87.9410617662669;47.11913918659226;1313084383
1;0;87.9410617662669;46.54112884572453;1313090112
0;0;88.09973043611288;46.54112884572453;1313100823
1;0;88.09973043611288;45.97150030221784;1313102690
1;0;88.09973043611288;45.41010069970668;1313103669
1;0;88.09973043611288;44.85678074717476;1313105458
1;1;88.09973043611288;45.527233386266694;1313107332
0;0;88.25581849163525;45.527233386266694;1313118485
0;0;88.40938068921155;45.527233386266694;1313118571
0;1;87.25691966480173;45.527233386266694;1313147556
0;0;87.42252945715558;45.527233386266694;1313147726
0;0;87.58549871019255;45.527233386266694;1313147850
1;1;87.58549871019255;46.188107978637234;1313170747
0;0;87.74588204082556;46.188107978637234;1313170876
1;0;87.74588204082556;45.62893680168388;1313171525
1;0;87.74588204082556;45.07769629484538;1313205540
1;1;87.74588204082556;45.73983155706457;1313216666
1;1;87.74588204082556;46.39264213030746;1313267840
0;1;86.61558960402023;46.39264213030746;1313285282
0;0;86.78750458855934;46.39264213030746;1313339719
0;0;86.9567300765731;46.39264213030746;1313339858
0;0;87.12332034296256;46.39264213030746;1313344808
1;1;87.12332034296256;47.03629133302351;1313350424
0;0;87.2873282474234;47.03629133302351;1313384176
0;0;87.44880528032944;47.03629133302351;1313424144
1;1;87.44880528032944;47.6709388442296;1313427118
0;0;87.60780160684033;47.6709388442296;1313428388
1;1;87.60780160684033;48.296740804306914;1313445055
1;1;87.60780160684033;48.9138499124574;1313445893
1;0;87.60780160684033;48.33116190828015;1313450626
0;0;87.76436610931266;48.33116190828015;1313451625
1;1;87.76436610931266;48.94549387658829;1313453840
0;0;87.91854642809044;48.94549387658829;1313454287
1;0;87.91854642809044;48.3646396130243;1313457232
1;1;87.91854642809044;48.976273370249956;1313464794
0;0;88.07038900074653;48.976273370249956;1313464892
0;0;88.2199390998435;48.976273370249956;1313465269
0;0;88.36724086927833;48.976273370249956;1313465346
0;1;87.26502802909555;48.976273370249956;1313467260
1;1;87.26502802909555;49.57954897828884;1313474542
0;0;87.42348065455744;49.57954897828884;1313478518
0;0;87.57958051522026;49.57954897828884;1313479719
0;0;87.73337191702458;49.57954897828884;1313481967
1;0;87.73337191702458;48.994415459513704;1313493879
1;0;87.73337191702458;48.41722767767448;1313506375
0;0;87.88489809488162;48.41722767767448;1313508972
0;0;88.03420124486773;48.41722767767448;1313518357
0;0;88.18132255526253;48.41722767767448;1313535812
0;0;88.3263022364784;48.41722767767448;1313547108
1;1;88.3263022364784;49.02382791270757;1313609192
1;0;88.3263022364784;48.44833293496752;1313609842
1;0;88.3263022364784;47.88058111257813;1313617736
0;0;88.46917954992763;47.88058111257813;1313618640
0;0;88.60999283587094;47.88058111257813;1313618775
1;0;88.60999283587094;47.320445316852236;1313622502
0;0;88.74877954028877;47.320445316852236;1313623287
1;1;88.74877954028877;47.93567735423172;1313626521
1;0;88.74877954028877;47.376786182029754;1313635630
0;0;88.8855762408157;47.376786182029754;1313635972
0;0;89.02041867177518;47.376786182029754;1313650242
0;0;89.1533417483515;47.376786182029754;1313651473
0;0;89.2843795899328;47.376786182029754;1313690977
1;1;89.2843795899328;47.98931393275844;1313696960
0;0;89.41356554265886;47.98931393275844;1313697507
0;0;89.5409322012044;47.98931393275844;1313703577
0;0;89.66651142982843;47.98931393275844;1313705042
0;1;88.59206574334357;47.98931393275844;1313705295
1;0;88.59206574334357;47.431638726902214;1313706969
0;0;88.72849294957602;47.431638726902214;1313707558
1;0;88.72849294957602;46.88133610634209;1313708256
0;0;88.86302508104326;46.88133610634209;1313710388
0;0;88.9956946971073;46.88133610634209;1313711637
0;1;87.93755400121685;46.88133610634209;1313719071
0;1;86.89396655069923;46.88133610634209;1313738084
0;1;85.86468578567042;46.88133610634209;1313739685
0;0;86.03181372478291;46.88133610634209;1313739847
0;0;86.19666504260559;46.88133610634209;1313740027
0;0;86.35927778553395;46.88133610634209;1313766037
0;0;86.51968919672393;46.88133610634209;1313766857
1;0;86.51968919672393;46.33828807697212;1313770003
1;1;86.51968919672393;46.95889360751232;1313774033
0;0;86.67793573715063;46.95889360751232;1313776380
0;0;86.8340531060057;46.95889360751232;1313776536
1;0;86.8340531060057;46.41665583035843;1313776546
0;0;86.98807626045766;46.41665583035843;1313776712
1;0;86.98807626045766;45.88150722646385;1313776973
0;0;87.14003943479835;45.88150722646385;1313784356
1;0;87.14003943479835;45.35333617586454;1313786253
0;0;87.28997615899742;45.35333617586454;1313786556
0;0;87.43791927668624;45.35333617586454;1313786892
0;0;87.58390096259183;45.35333617586454;1313796522
0;0;87.72795273943977;45.35333617586454;1313798018
1;0;87.72795273943977;44.832033254754485;1313804794
0;0;87.8701054943456;44.832033254754485;1313804900
1;1;87.8701054943456;45.4652019491419;1313808124
0;0;88.01038949471214;45.4652019491419;1313808457
0;0;88.1488344036503;45.4652019491419;1313809312
0;0;88.28546929493994;45.4652019491419;1313809369
1;1;88.28546929493994;46.0901805375813;1313809648
0;0;88.42032266754669;46.0901805375813;1313811195
1;0;88.42032266754669;45.562748928742906;1313813125
0;0;88.55342245970999;45.562748928742906;1313814416
0;0;88.68479606261722;45.562748928742906;1313815575
1;0;88.68479606261722;45.04210450254735;1313816150
0;0;88.81447033367795;45.04210450254735;1313816307
1;1;88.81447033367795;45.669212173136295;1313816536
0;0;88.94247160941188;45.669212173136295;1313817681
1;0;88.94247160941188;45.148828916842106;1313823242
1;1;88.94247160941188;45.7729666591533;1313833919
1;0;88.94247160941188;45.25284465003808;1313835592
1;0;88.94247160941188;44.73933278953982;1313855858
1;1;88.94247160941188;45.36556564701363;1313859940
0;0;89.06882571796363;45.36556564701363;1313866423
0;0;89.19355799125687;45.36556564701363;1313867694
1;0;89.19355799125687;44.85215152237991;1313869463
1;1;89.19355799125687;45.47545327978247;1313873117
1;1;89.19355799125687;46.09090869114386;1313883013
0;0;89.31669327679988;46.09090869114386;1313883972
1;0;89.31669327679988;45.57131851615846;1313884967
1;1;89.31669327679988;46.184121539364284;1313889643
1;1;89.31669327679988;46.78926335240598;1313897871
1;0;89.31669327679988;46.263787554100375;1313898667
1;0;89.31669327679988;45.74485186247997;1313899093
0;0;89.43825594915425;45.74485186247997;1313899650
1;1;89.43825594915425;46.35268607948764;1313903433
0;0;89.55826992107775;46.35268607948764;1313904710
0;1;88.5419971504744;46.35268607948764;1313905156
1;0;88.5419971504744;45.834009253909414;1313954863
0;0;88.6718431734707;45.834009253909414;1313955952
1;1;88.6718431734707;46.43939503633806;1314009288
1;0;88.6718431734707;45.92097540866349;1314011763
0;1;87.66832043340843;45.92097540866349;1314013187
0;0;87.8076977211498;45.92097540866349;1314022449
0;0;87.9453204776117;45.92097540866349;1314022584
0;0;88.08121480515474;45.92097540866349;1314023454
0;0;88.21540632699991;45.92097540866349;1314028663
0;0;88.3479201980957;45.92097540866349;1314031115
1;1;88.3479201980957;46.52397745418547;1314043320
0;0;88.47878111568934;46.52397745418547;1314044009
0;0;88.60801332961148;46.52397745418547;1314054295
1;0;88.60801332961148;46.005813196389084;1314057453
1;0;88.60801332961148;45.49400225453544;1314100255
0;0;88.73564065228335;45.49400225453544;1314113385
0;0;88.86168646845518;45.49400225453544;1314118065
1;1;88.86168646845518;46.0996957043147;1314124610
0;1;87.86852450742306;46.0996957043147;1314128058
0;0;88.00395252070972;46.0996957043147;1314128166
1;0;88.00395252070972;45.587985835082065;1314129922
1;0;88.00395252070972;45.08251203821722;1314137716
1;1;88.00395252070972;45.69076846399689;1314169330
1;1;88.00395252070972;46.29164151512746;1314180954
0;0;88.13771309096506;46.29164151512746;1314181146
1;0;88.13771309096506;45.7800187733812;1314181674
0;0;88.26983019333537;45.7800187733812;1314185389
0;0;88.4003273814021;45.7800187733812;1314186358
0;0;88.52922779631568;45.7800187733812;1314186893
0;0;88.65655417569121;45.7800187733812;1314187023
0;0;88.78232886227393;45.7800187733812;1314202230
0;0;88.90657381238078;45.7800187733812;1314204205
0;1;87.92291849704466;45.7800187733812;1314204947
0;0;88.05639636364431;45.7800187733812;1314205829
1;1;88.05639636364431;46.378636969932955;1314209403
0;1;87.08420566948425;46.378636969932955;1314215828
0;0;87.22665486590466;46.378636969932955;1314216190
0;0;87.36738815583323;46.378636969932955;1314218192
1;0;87.36738815583323;45.86712374833945;1314218198
1;0;87.36738815583323;45.361772083845956;1314220270
1;1;87.36738815583323;45.96314938024579;1314224636
1;0;87.36738815583323;45.45776328255729;1314227103
0;0;87.50642937746602;45.45776328255729;1314227924
0;0;87.64380196807949;45.45776328255729;1314230544
1;1;87.64380196807949;46.05688401326058;1314231679
1;1;87.64380196807949;46.64884088731093;1314233552
1;0;87.64380196807949;46.137427351702314;1314259321
0;0;87.77952897230831;46.137427351702314;1314265416
1;0;87.77952897230831;45.63210711604769;1314272978
1;0;87.77952897230831;45.13279699452761;1314294605
0;0;87.91363305021798;45.13279699452761;1314296352
0;0;88.04613648517754;45.13279699452761;1314296416
1;1;88.04613648517754;45.73259320952231;1314297584
0;0;88.17706119153897;45.73259320952231;1314298326
1;1;88.17706119153897;46.32528032975544;1314300620
1;0;88.17706119153897;45.81979982143797;1314300841
1;0;88.17706119153897;45.32029021468112;1314300843
1;0;88.17706119153897;44.826671119169134;1314301802
0;0;88.306428722128;44.826671119169134;1314312550
1;1;88.306428722128;45.42707201358091;1314314970
1;0;88.306428722128;44.933166388959705;1314316910
0;0;88.43426027555236;44.933166388959705;1314318085
0;0;88.5605767033322;44.933166388959705;1314322989
1;0;88.5605767033322;44.44505662434579;1314327248
1;0;88.5605767033322;43.96266551643765;1314329481
1;1;88.5605767033322;44.57035640032439;1314340580
0;0;88.68539851685816;44.57035640032439;1314341882
1;0;88.68539851685816;44.08742571787781;1314345761
0;0;88.8087458941815;44.08742571787781;1314346501
0;0;88.93063868664134;44.08742571787781;1314347721
1;1;88.93063868664134;44.6927465069775;1314348079
0;0;89.05109642533357;44.6927465069775;1314350465
1;0;89.05109642533357;44.20929326260985;1314352603
1;1;89.05109642533357;44.812303255822535;1314354055
1;1;89.05109642533357;45.40831382394806;1314382906
0;0;89.17013832742548;45.40831382394806;1314384302
0;0;89.28778330232092;45.40831382394806;1314386179
1;1;89.28778330232092;45.997416551298585;1314386669
0;0;89.40404995767972;45.997416551298585;1314386731
0;0;89.51895660529561;45.997416551298585;1314387117
1;0;89.51895660529561;45.50144753867245;1314388182
0;0;89.63252126683643;45.50144753867245;1314388473
1;0;89.63252126683643;45.01120996289301;1314390138
0;0;89.74476167945038;45.01120996289301;1314392569
0;0;89.85569530124198;45.01120996289301;1314411521
1;0;89.85569530124198;44.526629378818036;1314489354
0;0;89.96533931662144;44.526629378818036;1314490424
1;1;89.96533931662144;45.12338625456686;1314507623
1;0;89.96533931662144;44.638337168794465;1314510908
0;0;90.07371064153051;44.638337168794465;1314559235
1;0;90.07371064153051;44.15886138363601;1314559647
0;0;90.18082592854853;44.15886138363601;1314560490
1;1;90.18082592854853;44.75822598943884;1314608808
0;0;90.28670157188147;44.75822598943884;1314609043
0;0;90.39135371223757;44.75822598943884;1314609245
1;0;90.39135371223757;44.27817065157995;1314666999
1;0;90.39135371223757;43.803608463123574;1314669554
0;0;90.4947982415922;43.803608463123574;1314685972
1;1;90.4947982415922;44.40547512893708;1314686206
1;1;90.4947982415922;45.000473283521686;1314687879
0;0;90.59705080784505;45.000473283521686;1314688787
1;0;90.59705080784505;44.51919561580661;1314720011
0;0;90.69812681937238;44.51919561580661;1314720379
0;0;90.79804144947747;44.51919561580661;1314720983
0;0;90.89680964074122;44.51919561580661;1314721324
0;0;90.9944461092764;44.51919561580661;1314721815
1;0;90.9944461092764;44.043395842672986;1314722232
0;0;91.09096534888711;44.043395842672986;1314723289
1;0;91.09096534888711;43.57300459208987;1314723974
0;0;91.1863816351368;43.57300459208987;1314740442
0;0;91.28070902932657;43.57300459208987;1314745404
1;0;91.28070902932657;43.10795352009554;1314745787
1;0;91.28070902932657;42.648175292402776;1314745791
1;1;91.28070902932657;43.25946798588887;1314745969
1;0;91.28070902932657;42.798684201131884;1314746039
0;0;91.37396138238641;42.798684201131884;1314746480
1;0;91.37396138238641;42.34310538226776;1314750922
1;1;91.37396138238641;42.95644985891929;1314763594
0;0;91.46615233868135;42.95644985891929;1314765293
0;0;91.55729533973496;42.95644985891929;1314766545
1;0;91.55729533973496;42.49977755518398;1314776034
0;0;91.64740362787217;42.49977755518398;1314776084
0;0;91.73649024978336;42.49977755518398;1314787961
0;0;91.82456806001194;42.49977755518398;1314811998
0;1;90.84648686820972;42.49977755518398;1314820561
0;1;89.87945398021547;42.49977755518398;1314893856
0;0;89.98711466924648;42.49977755518398;1314894402
1;0;89.98711466924648;42.04824510000543;1314895765
0;1;89.03045686587902;42.04824510000543;1314918713
1;0;89.03045686587902;41.601788627572034;1314920897
0;0;89.1470011168955;41.601788627572034;1314942813
0;0;89.2622352148977;41.601788627572034;1314947306
